click_quality_value,search_quality_success_value,ai_trigger,ai_success,zero_result,latency_ms,data_completeness,data_freshness_min,tenant_tier,ai_enablement,connector_type,industry_vertical,query_type,period,metric_ts,scenario_id
0.297403,0.297403,0.000000,0.000000,0,246,0.983356,11,premium,ai_off,confluence,finance,navigational,baseline,2026-03-14T09:39:00Z,ranking_regression
0.247116,0.247116,0.351477,0.649902,0,145,0.981681,23,premium,ai_on,slack,finance,navigational,baseline,2026-03-14T09:40:00Z,ranking_regression
0.243014,0.243014,0.351928,0.634051,0,289,0.981049,15,premium,ai_on,slack,tech,navigational,baseline,2026-03-14T09:41:00Z,ranking_regression
0.229353,0.236548,0.354345,0.667564,0,180,0.987447,17,standard,ai_on,jira,finance,informational,baseline,2026-03-14T09:42:00Z,ranking_regression
0.252533,0.252533,0.341714,0.645727,0,192,0.987432,11,enterprise,ai_on,confluence,tech,informational,baseline,2026-03-14T09:43:00Z,ranking_regression
0.257754,0.257754,0.345824,0.654559,0,184,0.988344,13,enterprise,ai_on,gdrive,retail,informational,baseline,2026-03-14T09:44:00Z,ranking_regression
0.291088,0.291088,0.000000,0.000000,1,214,0.990577,16,premium,ai_off,confluence,tech,navigational,baseline,2026-03-14T09:45:00Z,ranking_regression
0.278699,0.278699,0.000000,0.000000,0,360,0.996376,17,standard,ai_off,gdrive,tech,informational,baseline,2026-03-14T09:46:00Z,ranking_regression
0.252888,0.252888,0.343556,0.651364,0,173,0.988707,8,premium,ai_on,gdrive,retail,navigational,baseline,2026-03-14T09:47:00Z,ranking_regression
0.307064,0.307064,0.000000,0.000000,0,259,0.987030,15,enterprise,ai_off,confluence,tech,navigational,baseline,2026-03-14T09:48:00Z,ranking_regression
0.294687,0.294687,0.000000,0.000000,0,294,0.984127,8,premium,ai_off,slack,retail,navigational,baseline,2026-03-14T09:49:00Z,ranking_regression
0.297793,0.297793,0.000000,0.000000,0,226,0.989984,16,premium,ai_off,confluence,retail,action,baseline,2026-03-14T09:50:00Z,ranking_regression
0.251129,0.251129,0.344416,0.666233,0,269,0.990986,15,premium,ai_on,sharepoint,retail,navigational,baseline,2026-03-14T09:51:00Z,ranking_regression
0.232598,0.232598,0.352919,0.637842,0,229,0.978604,18,standard,ai_on,gdrive,tech,action,baseline,2026-03-14T09:52:00Z,ranking_regression
0.266493,0.266493,0.357293,0.660854,0,225,0.991338,14,enterprise,ai_on,sharepoint,retail,action,baseline,2026-03-14T09:53:00Z,ranking_regression
0.291148,0.291148,0.000000,0.000000,0,235,0.988798,14,premium,ai_off,gdrive,healthcare,navigational,baseline,2026-03-14T09:54:00Z,ranking_regression
0.310457,0.310457,0.000000,0.000000,0,208,0.984248,8,enterprise,ai_off,slack,finance,informational,baseline,2026-03-14T09:55:00Z,ranking_regression
0.278414,0.278414,0.000000,0.000000,0,119,0.991041,16,standard,ai_off,jira,tech,action,baseline,2026-03-14T09:56:00Z,ranking_regression
0.278503,0.278503,0.000000,0.000000,0,171,0.977480,16,standard,ai_off,gdrive,finance,navigational,baseline,2026-03-14T09:57:00Z,ranking_regression
0.252726,0.252726,0.342937,0.665562,0,233,0.984597,16,enterprise,ai_on,confluence,retail,navigational,baseline,2026-03-14T09:58:00Z,ranking_regression
0.302914,0.302914,0.000000,0.000000,0,213,0.970035,13,enterprise,ai_off,confluence,tech,action,baseline,2026-03-14T09:59:00Z,ranking_regression
0.274434,0.274434,0.000000,0.000000,0,189,0.986699,19,standard,ai_off,slack,retail,informational,baseline,2026-03-14T10:00:00Z,ranking_regression
0.296708,0.296708,0.000000,0.000000,0,101,0.988398,18,premium,ai_off,jira,tech,navigational,baseline,2026-03-14T10:01:00Z,ranking_regression
0.254752,0.254752,0.344460,0.657604,0,169,0.979136,15,premium,ai_on,gdrive,finance,informational,baseline,2026-03-14T10:02:00Z,ranking_regression
0.281979,0.281979,0.000000,0.000000,0,172,0.984709,12,standard,ai_off,slack,retail,navigational,baseline,2026-03-14T10:03:00Z,ranking_regression
0.227314,0.227314,0.344142,0.641765,0,187,0.982729,11,standard,ai_on,confluence,tech,informational,baseline,2026-03-14T10:04:00Z,ranking_regression
0.246841,0.246841,0.346675,0.646647,0,156,0.988192,11,premium,ai_on,confluence,finance,informational,baseline,2026-03-14T10:05:00Z,ranking_regression
0.306135,0.306135,0.000000,0.000000,0,199,0.986870,14,enterprise,ai_off,confluence,tech,navigational,baseline,2026-03-14T10:06:00Z,ranking_regression
0.230348,0.230348,0.346206,0.654641,0,128,0.989267,20,standard,ai_on,confluence,finance,navigational,baseline,2026-03-14T10:07:00Z,ranking_regression
0.302736,0.302736,0.000000,0.000000,0,186,0.985851,10,enterprise,ai_off,gdrive,tech,action,baseline,2026-03-14T10:08:00Z,ranking_regression
0.273507,0.273507,0.000000,0.000000,0,243,0.979744,3,standard,ai_off,gdrive,finance,informational,baseline,2026-03-14T10:09:00Z,ranking_regression
0.228394,0.228394,0.356417,0.639296,0,172,0.982764,11,standard,ai_on,sharepoint,finance,action,baseline,2026-03-14T10:10:00Z,ranking_regression
0.236804,0.236804,0.355601,0.640354,0,200,0.984713,18,standard,ai_on,gdrive,tech,navigational,baseline,2026-03-14T10:11:00Z,ranking_regression
0.238140,0.238140,0.355828,0.645184,0,308,0.992023,21,premium,ai_on,sharepoint,tech,informational,baseline,2026-03-14T10:12:00Z,ranking_regression
0.285958,0.285958,0.000000,0.000000,0,231,0.991446,18,premium,ai_off,confluence,finance,informational,baseline,2026-03-14T10:13:00Z,ranking_regression
0.279563,0.279563,0.000000,0.000000,0,163,0.990737,17,standard,ai_off,sharepoint,tech,informational,baseline,2026-03-14T10:14:00Z,ranking_regression
0.301703,0.301703,0.000000,0.000000,0,138,0.991395,11,premium,ai_off,sharepoint,tech,navigational,baseline,2026-03-14T10:15:00Z,ranking_regression
0.251212,0.251212,0.343975,0.654723,0,223,0.985290,13,premium,ai_on,confluence,tech,navigational,baseline,2026-03-14T10:16:00Z,ranking_regression
0.273734,0.273734,0.000000,0.000000,0,184,0.978479,12,standard,ai_off,confluence,tech,informational,baseline,2026-03-14T10:17:00Z,ranking_regression
0.298262,0.298262,0.000000,0.000000,0,222,0.983813,9,premium,ai_off,gdrive,healthcare,informational,baseline,2026-03-14T10:18:00Z,ranking_regression
0.295990,0.295990,0.000000,0.000000,0,107,0.992062,13,premium,ai_off,sharepoint,finance,informational,baseline,2026-03-14T10:19:00Z,ranking_regression
0.288646,0.288646,0.000000,0.000000,0,223,0.991268,8,premium,ai_off,jira,tech,navigational,baseline,2026-03-14T10:20:00Z,ranking_regression
0.275816,0.275816,0.000000,0.000000,0,175,0.974980,19,standard,ai_off,gdrive,tech,navigational,baseline,2026-03-14T10:21:00Z,ranking_regression
0.297142,0.297142,0.000000,0.000000,0,208,0.987255,18,premium,ai_off,sharepoint,finance,informational,baseline,2026-03-14T10:22:00Z,ranking_regression
0.231688,0.231688,0.345319,0.669287,0,161,0.984973,22,standard,ai_on,slack,tech,navigational,baseline,2026-03-14T10:23:00Z,ranking_regression
0.275456,0.275456,0.000000,0.000000,0,191,0.979221,13,standard,ai_off,jira,finance,action,baseline,2026-03-14T10:24:00Z,ranking_regression
0.307791,0.307791,0.000000,0.000000,0,303,0.980668,8,enterprise,ai_off,confluence,tech,informational,baseline,2026-03-14T10:25:00Z,ranking_regression
0.271180,0.271180,0.000000,0.000000,0,141,0.985546,13,standard,ai_off,sharepoint,tech,informational,baseline,2026-03-14T10:26:00Z,ranking_regression
0.301081,0.301081,0.000000,0.000000,0,220,0.980033,8,premium,ai_off,confluence,tech,navigational,baseline,2026-03-14T10:27:00Z,ranking_regression
0.289531,0.289531,0.000000,0.000000,0,235,0.982116,12,premium,ai_off,slack,retail,navigational,baseline,2026-03-14T10:28:00Z,ranking_regression
0.307520,0.307520,0.000000,0.000000,0,184,0.983331,11,enterprise,ai_off,gdrive,finance,navigational,baseline,2026-03-14T10:29:00Z,ranking_regression
0.242391,0.242391,0.350817,0.639578,0,221,0.981607,12,premium,ai_on,confluence,tech,informational,current,2026-03-21T08:00:00Z,ranking_regression
0.283302,0.283302,0.000000,0.000000,0,120,0.987615,14,premium,ai_off,confluence,finance,navigational,current,2026-03-21T08:01:00Z,ranking_regression
0.264243,0.264243,0.000000,0.000000,0,246,0.981142,15,standard,ai_off,confluence,tech,informational,current,2026-03-21T08:02:00Z,ranking_regression
0.241271,0.241271,0.352369,0.647600,0,247,0.985109,25,premium,ai_on,gdrive,retail,navigational,current,2026-03-21T08:03:00Z,ranking_regression
0.294008,0.294008,0.000000,0.000000,0,237,0.981742,22,enterprise,ai_off,slack,tech,action,current,2026-03-21T08:04:00Z,ranking_regression
0.220316,0.224613,0.350069,0.641625,1,200,0.990586,12,standard,ai_on,confluence,retail,informational,current,2026-03-21T08:05:00Z,ranking_regression
0.294894,0.294894,0.000000,0.000000,0,192,0.990552,16,enterprise,ai_off,gdrive,healthcare,navigational,current,2026-03-21T08:06:00Z,ranking_regression
0.289274,0.289274,0.000000,0.000000,0,150,0.975565,12,premium,ai_off,gdrive,healthcare,informational,current,2026-03-21T08:07:00Z,ranking_regression
0.234456,0.234456,0.354568,0.647667,0,115,0.979729,18,premium,ai_on,confluence,tech,navigational,current,2026-03-21T08:08:00Z,ranking_regression
0.225818,0.235256,0.356265,0.660339,0,226,0.982210,29,standard,ai_on,confluence,retail,navigational,current,2026-03-21T08:09:00Z,ranking_regression
0.223646,0.229295,0.347608,0.659638,0,192,0.978722,25,standard,ai_on,confluence,healthcare,informational,current,2026-03-21T08:10:00Z,ranking_regression
0.241325,0.241325,0.346504,0.638538,0,196,0.987933,18,premium,ai_on,gdrive,tech,navigational,current,2026-03-21T08:11:00Z,ranking_regression
0.287139,0.287139,0.000000,0.000000,0,209,0.980563,14,enterprise,ai_off,gdrive,retail,action,current,2026-03-21T08:12:00Z,ranking_regression
0.239616,0.239616,0.347961,0.665960,0,195,0.980153,23,premium,ai_on,confluence,tech,navigational,current,2026-03-21T08:13:00Z,ranking_regression
0.261608,0.261608,0.000000,0.000000,0,184,0.986924,10,standard,ai_off,jira,tech,informational,current,2026-03-21T08:14:00Z,ranking_regression
0.262615,0.262615,0.000000,0.000000,0,75,0.987327,7,standard,ai_off,slack,tech,navigational,current,2026-03-21T08:15:00Z,ranking_regression
0.240931,0.240931,0.348871,0.624849,0,220,0.986074,8,premium,ai_on,gdrive,healthcare,navigational,current,2026-03-21T08:16:00Z,ranking_regression
0.266837,0.266837,0.000000,0.000000,0,134,0.980209,9,standard,ai_off,gdrive,tech,navigational,current,2026-03-21T08:17:00Z,ranking_regression
0.269019,0.269019,0.000000,0.000000,0,176,0.996928,17,standard,ai_off,jira,finance,navigational,current,2026-03-21T08:18:00Z,ranking_regression
0.268393,0.268393,0.000000,0.000000,0,206,0.989445,21,standard,ai_off,gdrive,healthcare,action,current,2026-03-21T08:19:00Z,ranking_regression
0.261921,0.261921,0.000000,0.000000,0,246,0.990689,9,standard,ai_off,gdrive,finance,navigational,current,2026-03-21T08:20:00Z,ranking_regression
0.243074,0.243074,0.351092,0.652290,0,242,0.980717,14,premium,ai_on,slack,finance,action,current,2026-03-21T08:21:00Z,ranking_regression
0.252303,0.252303,0.360256,0.645002,0,239,0.983696,7,enterprise,ai_on,gdrive,tech,action,current,2026-03-21T08:22:00Z,ranking_regression
0.246704,0.246704,0.343247,0.652603,0,235,0.987112,28,enterprise,ai_on,gdrive,retail,navigational,current,2026-03-21T08:23:00Z,ranking_regression
0.283636,0.283636,0.000000,0.000000,0,239,0.983781,10,premium,ai_off,jira,finance,navigational,current,2026-03-21T08:24:00Z,ranking_regression
0.219802,0.234756,0.359948,0.652193,0,161,0.982826,10,standard,ai_on,sharepoint,healthcare,action,current,2026-03-21T08:25:00Z,ranking_regression
0.230530,0.232614,0.348794,0.666907,0,174,0.983146,22,standard,ai_on,jira,healthcare,navigational,current,2026-03-21T08:26:00Z,ranking_regression
0.222292,0.230373,0.354666,0.649549,0,257,0.973714,12,standard,ai_on,jira,retail,navigational,current,2026-03-21T08:27:00Z,ranking_regression
0.267063,0.267063,0.000000,0.000000,0,174,0.981815,13,standard,ai_off,confluence,healthcare,informational,current,2026-03-21T08:28:00Z,ranking_regression
0.265402,0.265402,0.000000,0.000000,0,146,0.989885,16,standard,ai_off,gdrive,tech,navigational,current,2026-03-21T08:29:00Z,ranking_regression
0.291502,0.291502,0.000000,0.000000,0,177,0.991318,15,enterprise,ai_off,slack,finance,navigational,current,2026-03-21T08:30:00Z,ranking_regression
