click_quality_value,search_quality_success_value,ai_trigger,ai_success,zero_result,latency_ms,data_completeness,data_freshness_min,tenant_tier,ai_enablement,connector_type,industry_vertical,query_type,period,metric_ts,scenario_id
0.278818,0.278818,0.000000,0.000000,0,212,0.972223,18,standard,ai_off,jira,healthcare,action,baseline,2026-03-14T09:41:00Z,normal_variance
0.307557,0.307557,0.000000,0.000000,0,217,0.989165,11,enterprise,ai_off,confluence,retail,navigational,baseline,2026-03-14T09:42:00Z,normal_variance
0.230701,0.230701,0.339691,0.648131,0,211,0.980964,20,standard,ai_on,slack,tech,navigational,baseline,2026-03-14T09:43:00Z,normal_variance
0.304840,0.304840,0.000000,0.000000,0,188,0.989384,13,enterprise,ai_off,gdrive,tech,informational,baseline,2026-03-14T09:44:00Z,normal_variance
0.248141,0.248141,0.350733,0.653775,0,174,0.984406,14,premium,ai_on,confluence,tech,informational,baseline,2026-03-14T09:45:00Z,normal_variance
0.234273,0.234273,0.348534,0.643645,0,216,0.981275,14,standard,ai_on,gdrive,retail,informational,baseline,2026-03-14T09:46:00Z,normal_variance
0.231877,0.231877,0.344725,0.655374,0,90,0.985416,12,standard,ai_on,slack,tech,informational,baseline,2026-03-14T09:47:00Z,normal_variance
0.296359,0.296359,0.000000,0.000000,0,278,0.991665,17,premium,ai_off,gdrive,finance,action,baseline,2026-03-14T09:48:00Z,normal_variance
0.277830,0.277830,0.000000,0.000000,0,206,0.995128,23,standard,ai_off,confluence,retail,action,baseline,2026-03-14T09:49:00Z,normal_variance
0.251511,0.251511,0.348366,0.642426,1,197,0.988312,17,premium,ai_on,confluence,healthcare,navigational,baseline,2026-03-14T09:50:00Z,normal_variance
0.238425,0.238425,0.353983,0.672408,0,270,0.983339,10,standard,ai_on,confluence,finance,navigational,baseline,2026-03-14T09:51:00Z,normal_variance
0.283284,0.283284,0.000000,0.000000,0,125,0.987842,8,standard,ai_off,gdrive,healthcare,navigational,baseline,2026-03-14T09:52:00Z,normal_variance
0.276697,0.276697,0.000000,0.000000,1,187,0.984219,17,standard,ai_off,confluence,tech,informational,baseline,2026-03-14T09:53:00Z,normal_variance
0.230117,0.230117,0.347769,0.659741,0,103,0.974114,7,standard,ai_on,confluence,tech,navigational,baseline,2026-03-14T09:54:00Z,normal_variance
0.301043,0.301043,0.000000,0.000000,0,289,0.983309,14,enterprise,ai_off,gdrive,tech,action,baseline,2026-03-14T09:55:00Z,normal_variance
0.252782,0.252782,0.349059,0.644511,0,269,0.993201,15,premium,ai_on,confluence,tech,navigational,baseline,2026-03-14T09:56:00Z,normal_variance
0.248866,0.248866,0.352064,0.644794,0,256,0.982377,14,premium,ai_on,confluence,tech,informational,baseline,2026-03-14T09:57:00Z,normal_variance
0.309137,0.309137,0.000000,0.000000,0,172,0.985502,8,enterprise,ai_off,gdrive,healthcare,informational,baseline,2026-03-14T09:58:00Z,normal_variance
0.277055,0.277055,0.000000,0.000000,0,316,0.982781,13,standard,ai_off,confluence,tech,action,baseline,2026-03-14T09:59:00Z,normal_variance
0.298284,0.298284,0.000000,0.000000,0,168,0.988418,16,enterprise,ai_off,slack,tech,navigational,baseline,2026-03-14T10:00:00Z,normal_variance
0.244635,0.244635,0.349078,0.642956,0,248,0.986791,14,premium,ai_on,confluence,tech,informational,baseline,2026-03-14T10:01:00Z,normal_variance
0.245189,0.245189,0.355875,0.649728,0,211,0.986221,15,premium,ai_on,confluence,retail,informational,baseline,2026-03-14T10:02:00Z,normal_variance
0.275802,0.275802,0.000000,0.000000,0,141,0.995187,3,standard,ai_off,gdrive,finance,navigational,baseline,2026-03-14T10:03:00Z,normal_variance
0.236412,0.236412,0.350759,0.657215,0,250,0.979576,16,standard,ai_on,confluence,retail,action,baseline,2026-03-14T10:04:00Z,normal_variance
0.287067,0.287067,0.000000,0.000000,0,214,0.992404,12,premium,ai_off,slack,tech,action,baseline,2026-03-14T10:05:00Z,normal_variance
0.285041,0.285041,0.000000,0.000000,0,216,0.980168,23,premium,ai_off,gdrive,tech,navigational,baseline,2026-03-14T10:06:00Z,normal_variance
0.293048,0.293048,0.000000,0.000000,0,194,0.984423,10,premium,ai_off,gdrive,retail,navigational,baseline,2026-03-14T10:07:00Z,normal_variance
0.274393,0.274393,0.000000,0.000000,0,194,0.979394,11,standard,ai_off,gdrive,finance,navigational,baseline,2026-03-14T10:08:00Z,normal_variance
0.278477,0.278477,0.000000,0.000000,0,191,0.986152,13,standard,ai_off,confluence,finance,informational,baseline,2026-03-14T10:09:00Z,normal_variance
0.280966,0.280966,0.000000,0.000000,1,171,0.982967,17,standard,ai_off,jira,finance,informational,baseline,2026-03-14T10:10:00Z,normal_variance
0.288943,0.288943,0.000000,0.000000,0,281,0.993803,9,premium,ai_off,gdrive,retail,navigational,baseline,2026-03-14T10:11:00Z,normal_variance
0.251776,0.251776,0.354409,0.658741,0,266,0.984970,14,enterprise,ai_on,slack,healthcare,informational,baseline,2026-03-14T10:12:00Z,normal_variance
0.295815,0.295815,0.000000,0.000000,0,180,0.974705,11,enterprise,ai_off,confluence,retail,informational,baseline,2026-03-14T10:13:00Z,normal_variance
0.250959,0.250959,0.347795,0.657127,0,170,0.987346,18,premium,ai_on,jira,retail,navigational,baseline,2026-03-14T10:14:00Z,normal_variance
0.275138,0.275138,0.000000,0.000000,1,197,0.981239,17,standard,ai_off,slack,tech,navigational,baseline,2026-03-14T10:15:00Z,normal_variance
0.229408,0.229408,0.349418,0.643902,0,197,0.990093,15,standard,ai_on,slack,healthcare,action,baseline,2026-03-14T10:16:00Z,normal_variance
0.272769,0.272769,0.000000,0.000000,0,265,0.989184,14,standard,ai_off,gdrive,retail,navigational,baseline,2026-03-14T10:17:00Z,normal_variance
0.274614,0.274614,0.000000,0.000000,0,136,0.985027,13,standard,ai_off,gdrive,tech,informational,baseline,2026-03-14T10:18:00Z,normal_variance
0.281057,0.281057,0.000000,0.000000,0,136,0.991076,20,standard,ai_off,confluence,tech,navigational,baseline,2026-03-14T10:19:00Z,normal_variance
0.277378,0.277378,0.000000,0.000000,0,171,0.988693,18,standard,ai_off,confluence,finance,action,baseline,2026-03-14T10:20:00Z,normal_variance
0.277500,0.277500,0.000000,0.000000,0,187,0.985597,15,standard,ai_off,confluence,tech,informational,baseline,2026-03-14T10:21:00Z,normal_variance
0.262232,0.262232,0.345987,0.656758,0,222,0.985744,18,enterprise,ai_on,confluence,tech,informational,baseline,2026-03-14T10:22:00Z,normal_variance
0.289425,0.289425,0.000000,0.000000,0,194,0.988484,14,premium,ai_off,sharepoint,healthcare,informational,baseline,2026-03-14T10:23:00Z,normal_variance
0.282169,0.282169,0.000000,0.000000,0,209,0.987388,18,standard,ai_off,sharepoint,retail,informational,baseline,2026-03-14T10:24:00Z,normal_variance
0.270851,0.270851,0.000000,0.000000,0,223,0.986434,21,standard,ai_off,gdrive,tech,action,baseline,2026-03-14T10:25:00Z,normal_variance
0.258132,0.258132,0.354625,0.647259,0,195,0.982428,21,enterprise,ai_on,slack,retail,navigational,baseline,2026-03-14T10:26:00Z,normal_variance
0.260198,0.260198,0.356681,0.653403,0,229,0.984067,17,enterprise,ai_on,sharepoint,tech,action,baseline,2026-03-14T10:27:00Z,normal_variance
0.276089,0.276089,0.000000,0.000000,0,239,0.984473,7,standard,ai_off,slack,finance,action,baseline,2026-03-14T10:28:00Z,normal_variance
0.234361,0.234361,0.352020,0.631154,0,171,0.987588,16,standard,ai_on,confluence,finance,informational,baseline,2026-03-14T10:29:00Z,normal_variance
0.255767,0.255767,0.357000,0.653060,0,223,0.979659,11,enterprise,ai_on,gdrive,healthcare,navigational,current,2026-03-21T08:00:00Z,normal_variance
0.293537,0.293537,0.000000,0.000000,0,65,0.985678,9,premium,ai_off,sharepoint,tech,navigational,current,2026-03-21T08:01:00Z,normal_variance
0.271976,0.271976,0.000000,0.000000,0,169,0.986959,10,standard,ai_off,jira,tech,action,current,2026-03-21T08:02:00Z,normal_variance
0.297693,0.297693,0.000000,0.000000,0,272,0.993374,8,premium,ai_off,sharepoint,tech,action,current,2026-03-21T08:03:00Z,normal_variance
0.229036,0.236863,0.357108,0.663280,0,170,0.988828,23,standard,ai_on,slack,tech,informational,current,2026-03-21T08:04:00Z,normal_variance
0.248425,0.248425,0.350471,0.667073,0,158,0.985417,15,premium,ai_on,confluence,finance,informational,current,2026-03-21T08:05:00Z,normal_variance
0.232280,0.232280,0.353409,0.630126,0,206,0.977923,25,standard,ai_on,slack,tech,navigational,current,2026-03-21T08:06:00Z,normal_variance
0.260107,0.260107,0.353058,0.664451,0,191,0.980309,20,enterprise,ai_on,slack,retail,navigational,current,2026-03-21T08:07:00Z,normal_variance
0.231445,0.231445,0.352725,0.648771,0,81,0.990278,8,standard,ai_on,gdrive,retail,informational,current,2026-03-21T08:08:00Z,normal_variance
0.233307,0.233307,0.355923,0.655409,0,316,0.988558,4,standard,ai_on,confluence,finance,navigational,current,2026-03-21T08:09:00Z,normal_variance
0.294984,0.294984,0.000000,0.000000,0,211,0.979730,15,premium,ai_off,gdrive,tech,informational,current,2026-03-21T08:10:00Z,normal_variance
0.229523,0.229523,0.350599,0.642694,0,198,0.978156,20,standard,ai_on,jira,tech,navigational,current,2026-03-21T08:11:00Z,normal_variance
0.248139,0.248139,0.357302,0.656316,0,214,0.980252,13,premium,ai_on,slack,finance,action,current,2026-03-21T08:12:00Z,normal_variance
0.279921,0.279921,0.000000,0.000000,0,206,0.978447,13,standard,ai_off,confluence,retail,navigational,current,2026-03-21T08:13:00Z,normal_variance
0.231899,0.231899,0.341821,0.657963,0,196,0.984698,11,standard,ai_on,gdrive,tech,navigational,current,2026-03-21T08:14:00Z,normal_variance
0.290727,0.290727,0.000000,0.000000,0,225,0.977027,15,premium,ai_off,gdrive,finance,informational,current,2026-03-21T08:15:00Z,normal_variance
0.242404,0.242404,0.348012,0.648653,0,235,0.989943,11,standard,ai_on,slack,tech,navigational,current,2026-03-21T08:16:00Z,normal_variance
0.285106,0.285106,0.000000,0.000000,0,212,0.982705,8,standard,ai_off,slack,tech,informational,current,2026-03-21T08:17:00Z,normal_variance
0.302371,0.302371,0.000000,0.000000,0,177,0.993579,24,premium,ai_off,sharepoint,tech,navigational,current,2026-03-21T08:18:00Z,normal_variance
0.234202,0.234202,0.349432,0.655391,0,172,0.989954,12,standard,ai_on,gdrive,tech,action,current,2026-03-21T08:19:00Z,normal_variance
0.287585,0.287585,0.000000,0.000000,0,138,0.993921,11,standard,ai_off,sharepoint,retail,navigational,current,2026-03-21T08:20:00Z,normal_variance
0.282153,0.282153,0.000000,0.000000,0,241,0.979550,13,standard,ai_off,sharepoint,finance,navigational,current,2026-03-21T08:21:00Z,normal_variance
0.247354,0.247354,0.338743,0.649094,0,222,0.985311,22,premium,ai_on,slack,healthcare,action,current,2026-03-21T08:22:00Z,normal_variance
0.254857,0.254857,0.362381,0.633777,0,286,0.986552,13,enterprise,ai_on,gdrive,retail,informational,current,2026-03-21T08:23:00Z,normal_variance
0.274025,0.274025,0.000000,0.000000,0,181,0.988174,16,standard,ai_off,confluence,tech,informational,current,2026-03-21T08:24:00Z,normal_variance
0.296815,0.296815,0.000000,0.000000,0,181,0.984373,16,premium,ai_off,confluence,tech,informational,current,2026-03-21T08:25:00Z,normal_variance
0.293349,0.293349,0.000000,0.000000,0,151,0.982057,16,premium,ai_off,confluence,retail,navigational,current,2026-03-21T08:26:00Z,normal_variance
0.233504,0.233504,0.344411,0.655500,0,237,0.984408,14,standard,ai_on,slack,tech,informational,current,2026-03-21T08:27:00Z,normal_variance
0.231194,0.231194,0.348787,0.640343,0,188,0.985316,10,standard,ai_on,slack,tech,navigational,current,2026-03-21T08:28:00Z,normal_variance
0.303481,0.303481,0.000000,0.000000,0,198,0.982736,17,enterprise,ai_off,jira,retail,action,current,2026-03-21T08:29:00Z,normal_variance
0.276241,0.276241,0.000000,0.000000,0,119,0.975692,13,standard,ai_off,confluence,tech,action,current,2026-03-21T08:30:00Z,normal_variance
0.280933,0.280933,0.000000,0.000000,0,170,0.982265,18,standard,ai_off,sharepoint,finance,navigational,current,2026-03-21T08:31:00Z,normal_variance
0.290952,0.290952,0.000000,0.000000,0,239,0.978516,15,premium,ai_off,sharepoint,finance,navigational,current,2026-03-21T08:32:00Z,normal_variance
0.296327,0.296327,0.000000,0.000000,0,180,0.987790,11,premium,ai_off,confluence,retail,action,current,2026-03-21T08:33:00Z,normal_variance
0.278201,0.278201,0.000000,0.000000,0,174,0.988914,21,standard,ai_off,confluence,finance,navigational,current,2026-03-21T08:34:00Z,normal_variance
